tx_id,account_id,amount,currency,amount_usd,date,status,is_compliant,scenario_rule,rule_ids,counterparty_id,counterparty_country,tx_type,description,edd_applied
T0404,A0069,1363636.36,KZT,3000.00,2024-11-22,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_090,DE,cash_withdrawal,ATM cash withdrawal,false
T0039,A0062,10526.37,USD,10526.37,2024-11-23,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_038,DE,wire,Wire transfer,false
T0403,A0069,2272727.27,KZT,5000.00,2024-11-24,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_020,GB,transfer,Account transfer,false
T0485,A0092,1410.41,USD,1410.41,2024-11-24,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_083,SG,wire,Wire transfer,false
T0023,A0076,32006.48,USD,32006.48,2024-11-25,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_036,PL,cash_withdrawal,ATM cash withdrawal,false
T0460,A0063,1672290.91,KZT,3679.04,2024-11-25,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_069,FR,cash_deposit,Cash deposit at branch,false
T0146,A0045,24208.56,USD,24208.56,2024-11-26,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_05,BY,cash_withdrawal,ATM cash withdrawal,false
T0474,A0082,65.32,USD,65.32,2024-11-26,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_060,JP,cash_deposit,Cash deposit at branch,false
T0263,A0019,1115.63,USD,1115.63,2024-11-27,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_015,IR,wire,Wire transfer,false
T0405,A0069,2272727.27,KZT,5000.00,2024-11-27,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_011,AU,card_payment,POS card payment,false
T0018,A0008,58405.83,USD,58405.83,2024-11-28,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_043,GB,cash_withdrawal,ATM cash withdrawal,false
T0208,A0004,6837.66,EUR,7384.67,2024-11-28,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_036,PL,cash_withdrawal,ATM cash withdrawal,false
T0295,A0060,13878.44,USD,13878.44,2024-11-28,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_073,VE,cash_deposit,Cash deposit at branch,true
T0426,A0091,1775.48,EUR,1917.52,2024-11-28,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_058,AU,transfer,Account transfer,false
T0213,A0037,8102.80,USD,8102.80,2024-11-30,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_041,JP,transfer,Account transfer,false
T0235,A0054,1343.05,EUR,1450.49,2024-12-01,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_083,SG,cash_deposit,Cash deposit at branch,false
T0090,A0046,9312.14,USD,9312.14,2024-12-02,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_058,AU,card_payment,POS card payment,false
T0092,A0046,9224.02,USD,9224.02,2024-12-02,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_058,AU,cash_deposit,Cash deposit at branch,false
T0105,A0048,9084.87,USD,9084.87,2024-12-02,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_042,DE,transfer,Account transfer,false
T0240,A0023,8219.69,EUR,8877.26,2024-12-02,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_044,IT,cash_deposit,Cash deposit at branch,false
T0356,A0075,12379.81,USD,12379.81,2024-12-02,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_080,GB,transfer,Account transfer,false
T0359,A0022,9601.19,USD,9601.19,2024-12-02,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_020,GB,card_payment,POS card payment,false
T0049,A0021,3720600.00,KZT,8185.32,2024-12-03,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_031,GB,cash_withdrawal,ATM cash withdrawal,false
T0091,A0046,9506.91,USD,9506.91,2024-12-03,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_058,AU,cash_withdrawal,ATM cash withdrawal,false
T0259,A0075,16036.72,USD,16036.72,2024-12-03,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,wire,Wire transfer,false
T0293,A0058,6387.94,USD,6387.94,2024-12-03,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_045,AU,card_payment,POS card payment,false
T0358,A0033,16520.72,USD,16520.72,2024-12-03,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_066,PL,cash_deposit,Cash deposit at branch,false
T0471,A0009,3072.95,USD,3072.95,2024-12-03,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_054,AE,transfer,Account transfer,false
T0058,A0085,4425.98,GBP,5621.00,2024-12-04,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_057,ES,transfer,Account transfer,false
T0089,A0046,9051.39,USD,9051.39,2024-12-04,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_058,AU,card_payment,POS card payment,false
T0093,A0046,9844.53,USD,9844.53,2024-12-04,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_058,AU,wire,Wire transfer,false
T0107,A0048,9673.29,USD,9673.29,2024-12-04,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_042,DE,cash_withdrawal,ATM cash withdrawal,false
T0172,A0028,13945.70,USD,13945.70,2024-12-04,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_022,CA,card_payment,POS card payment,false
T0246,A0069,3815945.45,KZT,8395.08,2024-12-04,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_020,GB,cash_deposit,Cash deposit at branch,false
T0108,A0048,9661.28,USD,9661.28,2024-12-05,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_042,DE,card_payment,POS card payment,false
T0104,A0048,9324.06,USD,9324.06,2024-12-06,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_042,DE,card_payment,POS card payment,false
T0106,A0048,9157.25,USD,9157.25,2024-12-06,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_042,DE,wire,Wire transfer,false
T0450,A0018,1044.21,USD,1044.21,2024-12-06,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_033,JP,card_payment,POS card payment,false
T0283,A0099,5028.29,USD,5028.29,2024-12-07,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_076,SY,wire,Wire transfer,true
T0349,A0025,1506.41,USD,1506.41,2024-12-07,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_018,AU,cash_withdrawal,ATM cash withdrawal,false
T0350,A0025,1406.47,USD,1406.47,2024-12-07,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_034,IT,transfer,Account transfer,false
T0355,A0073,5405.50,USD,5405.50,2024-12-07,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_031,GB,card_payment,POS card payment,false
T0072,A0019,5045.20,USD,5045.20,2024-12-08,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_057,ES,wire,Wire transfer,false
T0088,A0056,8638.26,EUR,9329.32,2024-12-08,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_014,GB,cash_withdrawal,ATM cash withdrawal,false
T0086,A0056,9016.72,EUR,9738.06,2024-12-09,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_014,GB,card_payment,POS card payment,false
T0157,A0057,7480.73,USD,7480.73,2024-12-09,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_10,SY,cash_withdrawal,ATM cash withdrawal,false
T0411,A0083,1851.85,EUR,2000.00,2024-12-10,completed,true,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_088,GB,cash_deposit,Cash deposit at branch,false
T0446,A0085,2098.56,GBP,2665.17,2024-12-11,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_050,KZ,wire,Wire transfer,false
T0003,A0095,50651.57,USD,50651.57,2024-12-12,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_067,CA,wire,Wire transfer,false
T0025,A0060,50741.95,USD,50741.95,2024-12-12,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_043,GB,cash_withdrawal,ATM cash withdrawal,false
T0087,A0056,8388.81,EUR,9059.92,2024-12-12,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_014,GB,card_payment,POS card payment,false
T0066,A0088,689.76,EUR,744.94,2024-12-13,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_029,KZ,card_payment,POS card payment,false
T0361,A0086,15309.81,USD,15309.81,2024-12-13,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_007,IT,transfer,Account transfer,false
T0491,A0057,3352.76,USD,3352.76,2024-12-13,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_074,AE,cash_withdrawal,ATM cash withdrawal,false
T0498,A0052,2881.81,USD,2881.81,2024-12-13,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_054,AE,wire,Wire transfer,false
T0218,A0039,5041.54,USD,5041.54,2024-12-14,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_065,IT,cash_withdrawal,ATM cash withdrawal,false
T0221,A0086,5625.19,USD,5625.19,2024-12-14,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_087,US,transfer,Account transfer,false
T0379,A0044,2958.92,USD,2958.92,2024-12-14,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_083,SG,cash_deposit,Cash deposit at branch,false
T0128,A0098,9075.28,USD,9075.28,2024-12-15,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_089,JP,cash_withdrawal,ATM cash withdrawal,false
T0183,A0031,15892.30,USD,15892.30,2024-12-15,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_090,DE,card_payment,POS card payment,false
T0269,A0044,7408.60,USD,7408.60,2024-12-15,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_076,SY,cash_deposit,Cash deposit at branch,false
T0280,A0013,2460.63,USD,2460.63,2024-12-15,completed,true,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_073,VE,transfer,Account transfer,true
T0444,A0024,2780.37,USD,2780.37,2024-12-15,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_062,BR,cash_withdrawal,ATM cash withdrawal,false
T0017,A0089,25181.56,USD,25181.56,2024-12-16,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_053,CA,cash_withdrawal,ATM cash withdrawal,false
T0265,A0053,6694.77,GBP,8502.36,2024-12-16,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_015,IR,card_payment,POS card payment,false
T0185,A0044,4789.68,USD,4789.68,2024-12-17,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_088,GB,cash_withdrawal,ATM cash withdrawal,false
T0202,A0002,677.77,EUR,731.99,2024-12-17,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_019,JP,cash_deposit,Cash deposit at branch,false
T0466,A0009,505.92,USD,505.92,2024-12-18,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_006,AU,cash_withdrawal,ATM cash withdrawal,false
T0487,A0062,3173.31,USD,3173.31,2024-12-18,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_040,DE,transfer,Account transfer,false
T0012,A0046,32091.89,USD,32091.89,2024-12-19,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_057,ES,card_payment,POS card payment,false
T0043,A0096,435.71,EUR,470.57,2024-12-19,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_088,GB,cash_withdrawal,ATM cash withdrawal,false
T0070,A0019,3467.48,USD,3467.48,2024-12-19,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_002,JP,transfer,Account transfer,false
T0199,A0039,6111.01,USD,6111.01,2024-12-20,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_038,DE,wire,Wire transfer,false
T0493,A0030,4522.19,USD,4522.19,2024-12-20,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_006,AU,cash_withdrawal,ATM cash withdrawal,false
T0273,A0062,11429.51,USD,11429.51,2024-12-21,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,cash_deposit,Cash deposit at branch,false
T0442,A0024,2779.14,USD,2779.14,2024-12-21,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_012,AE,transfer,Account transfer,false
T0161,A0054,18994.30,EUR,20513.84,2024-12-23,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_03,MM,card_payment,POS card payment,false
T0275,A0051,15051.08,GBP,19114.87,2024-12-23,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,transfer,Account transfer,false
T0298,A0054,14137.35,EUR,15268.34,2024-12-23,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_064,US,transfer,Account transfer,false
T0340,A0019,1833.75,USD,1833.75,2024-12-24,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_063,AU,card_payment,POS card payment,false
T0341,A0019,1937.18,USD,1937.18,2024-12-24,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_056,BR,card_payment,POS card payment,false
T0342,A0019,311.48,USD,311.48,2024-12-24,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_071,AE,transfer,Account transfer,false
T0343,A0019,446.51,USD,446.51,2024-12-24,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_035,AU,wire,Wire transfer,false
T0452,A0020,3990.03,USD,3990.03,2024-12-24,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_029,KZ,wire,Wire transfer,false
T0476,A0032,359.01,GBP,455.94,2024-12-24,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_053,CA,wire,Wire transfer,false
T0136,A0095,9449.28,USD,9449.28,2024-12-25,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_006,AU,card_payment,POS card payment,false
T0138,A0020,9450.07,USD,9450.07,2024-12-25,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_008,TR,cash_deposit,Cash deposit at branch,false
T0158,A0030,6359.63,USD,6359.63,2024-12-25,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_09,KP,cash_withdrawal,ATM cash withdrawal,false
T0186,A0090,15977.53,USD,15977.53,2024-12-25,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_065,IT,transfer,Account transfer,false
T0211,A0075,9474.27,USD,9474.27,2024-12-25,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_060,JP,cash_deposit,Cash deposit at branch,false
T0427,A0029,3417.92,EUR,3691.35,2024-12-25,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_038,DE,wire,Wire transfer,false
T0432,A0056,2808.08,EUR,3032.73,2024-12-26,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_062,BR,cash_deposit,Cash deposit at branch,false
T0290,A0023,16659.56,EUR,17992.33,2024-12-29,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_087,US,cash_withdrawal,ATM cash withdrawal,false
T0169,A0019,1438.43,USD,1438.43,2024-12-30,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_03,MM,cash_withdrawal,ATM cash withdrawal,false
T0116,A0091,8796.07,EUR,9499.76,2024-12-31,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_032,JP,cash_deposit,Cash deposit at branch,false
